host_response_rate,host_is_superhost,host_identity_verified,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,washers,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
100,True,False,80204,39.733340000000005,-105.0015,House,Entire home/apt,2,1,1,1,89.0,200.0,40.0,1,0.0,2,76,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.18,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
100,True,True,80203,39.7451,-104.98035,Apartment,Entire home/apt,2,1,1,1,109.0,250.0,69.0,2,45.0,2,71,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,2,2,0,0,5.06,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
100,False,True,80218,39.72249,-104.97681999999999,House,Entire home/apt,4,1,2,2,199.0,500.0,100.0,1,0.0,4,80,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.09,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
97,False,False,80218,39.737759999999994,-104.97254,Apartment,Entire home/apt,2,1,0,2,47.0,0.0,0.0,1,0.0,2,0,91,9,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,False,True,80202,39.75561,-105.00183,Apartment,Entire home/apt,2,1,1,1,125.0,0.0,35.0,1,0.0,3,0,100,10,10.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,0.09,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
97,False,True,80218,39.742470000000004,-104.97503,Apartment,Entire home/apt,2,1,1,1,99.0,0.0,20.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.87,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,True,False,80205,39.7522,-104.96668999999999,House,Private room,3,1,1,2,60.0,0.0,0.0,1,10.0,1,0,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,5.29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
100,True,False,80209,39.71342,-104.97507,Apartment,Entire home/apt,2,1,1,1,65.0,150.0,85.0,2,0.0,1,0,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,3,3,0,0,6.03,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
100,True,False,80211,39.74943,-105.03582,Apartment,Entire home/apt,4,1,1,1,80.0,100.0,48.0,2,20.0,1,60,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.69,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
100,False,True,80211,39.7629,-105.02833000000001,House,Entire home/apt,13,2,6,7,725.0,1000.0,225.0,7,0.0,2,62,98,10,9.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,3.08,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
100,True,True,80205,39.75056,-104.98275,House,Entire home/apt,3,1,1,2,79.0,750.0,69.0,2,30.0,3,52,96,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,4,3,1,0,3.46,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80207,39.763459999999995,-104.93218999999999,Apartment,Entire home/apt,2,1,1,1,65.0,100.0,40.0,2,15.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,8.36,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
100,False,False,80236,39.66206,-105.04865,House,Private room,2,1,1,1,45.0,300.0,28.0,1,15.0,2,86,94,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,0,1,0,2.62,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
97,False,True,80204,39.7376,-105.04867,House,Entire home/apt,8,2,3,3,78.0,0.0,70.0,1,0.0,30,0,97,10,10.0,10.0,10.0,9.0,9.0,False,strict_14_with_grace_period,1,1,0,0,0.13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
97,False,True,80224,39.70113,-104.9214,House,Entire home/apt,10,3,3,4,299.0,200.0,75.0,8,25.0,30,0,100,10,9.0,10.0,10.0,9.0,9.0,False,moderate,1,1,0,0,0.09,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
100,False,True,80246,39.69981,-104.92453,House,Entire home/apt,8,3,4,4,199.0,250.0,105.0,2,10.0,2,79,95,10,9.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,2.29,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
100,False,True,80211,39.766259999999996,-105.00299,House,Entire home/apt,8,3,3,3,499.0,1000.0,130.0,1,0.0,1,85,99,10,10.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,2.1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
97,False,True,80203,39.73173,-104.98025,Apartment,Entire home/apt,2,2,2,2,150.0,300.0,0.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
100,True,True,80218,39.72826,-104.9731,Apartment,Entire home/apt,3,1,1,2,90.0,0.0,35.0,2,10.0,2,72,98,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,3.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
100,True,False,80218,39.73598,-104.97843999999999,House,Entire home/apt,6,2,3,3,365.0,250.0,149.0,1,0.0,5,22,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,2,0,0,1.88,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1
97,False,True,80203,39.743790000000004,-104.98026999999999,Apartment,Entire home/apt,2,1,1,1,100.0,0.0,0.0,1,0.0,1,0,87,8,9.0,9.0,9.0,9.0,8.0,False,flexible,1,1,0,0,0.27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
100,True,False,80205,39.763659999999994,-104.96088,House,Private room,2,1,1,1,50.0,0.0,0.0,1,25.0,4,57,99,10,10.0,10.0,10.0,9.0,10.0,False,strict_14_with_grace_period,2,0,2,0,1.91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
100,True,True,80205,39.7595,-104.97393999999998,Apartment,Entire home/apt,3,1,1,1,135.0,250.0,30.0,1,0.0,1,18,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,11.51,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
100,True,True,80211,39.77045,-105.01365,House,Private room,2,1,1,1,51.0,0.0,25.0,1,0.0,2,0,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,0,2,0,5.9,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
100,True,True,80221,39.78396,-105.03662,House,Entire home/apt,8,2,3,3,169.0,500.0,130.0,5,20.0,3,51,98,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,0.86,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
100,True,True,80236,39.66367,-105.01926,Apartment,Entire home/apt,4,1,1,2,200.0,0.0,40.0,1,0.0,2,81,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
100,True,True,80202,39.74555,-104.99766000000001,Apartment,Entire home/apt,4,2,2,3,149.0,0.0,100.0,4,10.0,59,18,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.13,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
100,False,False,80211,39.76869,-105.00535,House,Entire home/apt,4,2,2,2,250.0,0.0,150.0,2,25.0,30,0,97,10,9.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,0.29,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
100,True,True,80203,39.73503,-104.98312,House,Private room,2,1,1,1,85.0,0.0,15.0,2,10.0,1,46,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,1,1,0,3.33,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,True,80203,39.735409999999995,-104.98195,House,Entire home/apt,5,1,2,2,259.0,0.0,75.0,5,40.0,2,79,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,1,1,0,1.28,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,True,80246,39.7066,-104.92442,Apartment,Private room,2,1,1,1,65.0,100.0,25.0,1,0.0,1,84,97,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,0,1,0,1.43,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
98,False,False,80218,39.73465,-104.97783000000001,Apartment,Entire home/apt,2,1,1,1,90.0,0.0,60.0,2,25.0,2,65,94,10,9.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,4.01,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
100,True,True,80211,39.77063,-105.03706000000001,House,Private room,1,1,1,1,31.0,200.0,225.0,2,100.0,30,0,97,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,0,1,0,0.6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
100,False,True,80205,39.76103,-104.95853999999999,House,Entire home/apt,5,2,2,3,210.0,300.0,90.0,4,10.0,3,0,95,10,10.0,10.0,10.0,9.0,10.0,False,strict_14_with_grace_period,2,1,1,0,0.78,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
100,True,True,80211,39.7601,-105.03478999999999,House,Entire home/apt,7,2,3,4,375.0,300.0,180.0,1,0.0,2,18,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.78,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0
100,True,True,80209,39.715140000000005,-104.98666999999999,Apartment,Entire home/apt,2,1,1,1,99.0,250.0,55.0,1,0.0,1,0,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,3,3,0,0,6.57,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0
100,True,False,80205,39.75663,-104.98613,House,Private room,2,1,1,1,120.0,0.0,35.0,1,0.0,1,63,97,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,0,1,0,6.97,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,False,80210,39.675990000000006,-104.94238999999999,House,Private room,1,1,1,1,45.0,100.0,30.0,1,25.0,2,73,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,0,2,0,0.16,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0
97,False,True,80211,39.76298,-105.0288,House,Entire home/apt,4,1,3,2,110.0,0.0,150.0,1,0.0,30,0,100,10,10.0,10.0,10.0,10.0,8.0,False,strict_14_with_grace_period,1,1,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
100,True,True,80220,39.71753,-104.93503999999999,House,Private room,3,1,1,0,129.0,500.0,89.0,1,40.0,1,90,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,3,0,3,0,1.77,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
100,True,True,80249,39.77963,-104.75174,House,Private room,2,1,1,1,37.0,100.0,15.0,1,25.0,1,81,94,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,0,1,0,2.74,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
100,True,True,80220,39.718140000000005,-104.93525,House,Private room,2,1,1,2,129.0,295.0,79.0,1,40.0,1,90,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,3,0,3,0,1.59,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
97,False,False,80205,39.76748,-104.94368,House,Entire home/apt,4,2,2,2,229.0,0.0,65.0,4,25.0,1,0,94,10,9.0,10.0,10.0,9.0,9.0,False,moderate,2,1,1,0,0.56,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
97,False,True,80211,39.7687,-105.00222,House,Entire home/apt,4,1,2,2,100.0,0.0,0.0,1,0.0,3,0,80,8,8.0,10.0,10.0,8.0,8.0,False,flexible,2,2,0,0,0.02,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
100,True,True,80205,39.74892,-104.97725,House,Entire home/apt,6,2,2,2,197.0,200.0,100.0,1,0.0,2,67,99,10,10.0,10.0,10.0,9.0,10.0,True,flexible,1,1,0,0,1.92,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
100,False,False,80223,39.7181,-104.98886,House,Entire home/apt,4,1,2,2,150.0,400.0,100.0,4,50.0,3,75,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,3.3,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1
0,False,False,80211,39.77002,-105.01373000000001,House,Entire home/apt,5,1,3,4,149.0,500.0,150.0,1,0.0,3,80,96,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
97,False,True,80209,39.71569,-104.97617,Apartment,Entire home/apt,4,1,2,2,90.0,0.0,0.0,1,0.0,1,0,95,9,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.07,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
100,True,True,80205,39.75993,-104.98573999999999,Apartment,Entire home/apt,5,2,2,2,263.0,0.0,125.0,5,50.0,90,89,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.29,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
100,False,True,80212,39.78649,-105.03976000000002,House,Entire home/apt,9,2,3,4,125.0,200.0,150.0,4,10.0,3,3,97,10,9.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,0.84,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
100,True,True,80209,39.70165,-104.97471000000002,House,Private room,4,1,2,2,79.0,1109.0,109.0,2,29.0,3,87,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,5,2,3,0,0.87,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
97,False,True,80211,39.748540000000006,-105.02173,House,Entire home/apt,8,2,3,5,500.0,250.0,125.0,8,0.0,2,0,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.9,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
100,True,True,80206,39.74227,-104.94838,House,Entire home/apt,5,1,2,2,195.0,250.0,80.0,2,20.0,3,52,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.35,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
100,True,True,80219,39.71935,-105.0365,House,Private room,2,1,1,1,60.0,0.0,0.0,2,10.0,2,2,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,1,1,0,5.08,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
97,False,True,80211,39.7796,-105.01996000000001,House,Private room,2,1,1,1,58.0,0.0,50.0,2,20.0,2,0,88,9,8.0,10.0,10.0,9.0,9.0,False,moderate,1,0,1,0,1.49,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
50,False,True,80221,39.787440000000004,-105.00763,House,Entire home/apt,3,1,1,1,145.0,500.0,50.0,2,25.0,2,68,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
97,True,True,80218,39.71731,-104.97738000000001,Apartment,Entire home/apt,4,1,1,2,80.0,0.0,95.0,2,10.0,1,0,98,10,9.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,2.66,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
100,True,True,80212,39.77424,-105.0442,Apartment,Entire home/apt,4,1,1,2,150.0,500.0,50.0,1,0.0,1,75,98,10,10.0,10.0,10.0,10.0,9.0,False,flexible,1,1,0,0,2.78,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
97,True,True,80205,39.75062,-104.98273,House,Private room,2,1,1,1,85.0,500.0,29.0,1,0.0,2,0,97,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,5.15,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
100,False,False,80238,39.755390000000006,-104.85648,House,Entire home/apt,8,2,4,6,199.0,299.0,199.0,4,20.0,3,72,97,10,10.0,10.0,10.0,10.0,9.0,True,moderate,2,2,0,0,1.84,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
100,False,True,80205,39.75983,-104.96377,House,Entire home/apt,4,1,2,2,115.0,0.0,35.0,2,30.0,2,0,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,1.62,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
100,False,False,80218,39.73036,-104.9692,House,Private room,1,1,1,1,35.0,500.0,12.0,1,0.0,2,78,91,10,10.0,10.0,10.0,10.0,9.0,False,moderate,2,0,2,0,3.15,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
100,True,True,80206,39.73976,-104.95783999999999,House,Entire home/apt,10,3,5,6,450.0,500.0,150.0,6,0.0,30,0,97,10,10.0,10.0,10.0,9.0,10.0,False,moderate,10,6,4,0,1.34,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80210,39.67057,-104.98603999999999,House,Entire home/apt,6,1,2,2,169.0,300.0,85.0,4,0.0,30,0,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,10,6,4,0,1.31,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80210,39.669909999999994,-104.98603999999999,House,Entire home/apt,3,1,1,1,115.0,200.0,65.0,2,10.0,30,0,98,10,10.0,10.0,10.0,10.0,9.0,False,moderate,10,6,4,0,2.59,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,False,80224,39.71055,-104.91478000000001,House,Hotel room,5,1,2,3,140.0,5000.0,40.0,2,9.0,1,76,95,10,10.0,10.0,10.0,10.0,10.0,False,moderate,3,0,1,0,4.67,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
100,True,True,80224,39.72162,-104.89985,Apartment,Private room,2,1,1,2,40.0,150.0,15.0,1,20.0,2,56,98,10,9.0,10.0,10.0,10.0,9.0,False,moderate,2,0,2,0,0.45,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
100,True,False,80220,39.74236,-104.91042,House,Private room,1,1,1,1,50.0,0.0,20.0,1,0.0,3,8,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,3,0,3,0,0.73,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
100,False,False,80218,39.7308,-104.9704,House,Private room,2,1,1,1,39.0,100.0,12.0,1,15.0,2,76,91,9,9.0,10.0,10.0,10.0,9.0,False,moderate,2,0,2,0,2.87,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
100,False,True,80211,39.74824,-105.02133,House,Entire home/apt,6,3,2,4,115.0,1500.0,100.0,1,0.0,30,26,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,2,2,0,0,0.37,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
100,True,False,80220,39.74353,-104.91096999999999,House,Private room,2,1,1,1,50.0,0.0,20.0,1,10.0,2,27,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,3,0,3,0,0.4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
100,True,True,80212,39.7626,-105.04135,House,Private room,2,1,1,1,95.0,250.0,40.0,1,25.0,2,84,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,2.28,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
97,False,True,80218,39.73223,-104.97247,Apartment,Entire home/apt,3,1,1,1,120.0,0.0,0.0,2,0.0,1,0,97,10,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.47,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
100,True,True,80210,39.679109999999994,-104.94945,House,Entire home/apt,3,1,1,2,106.0,175.0,85.0,2,25.0,2,71,96,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,2.37,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
100,True,True,80209,39.7124,-104.97808,House,Entire home/apt,4,1,1,1,145.0,236.0,85.0,1,0.0,4,10,97,10,9.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.12,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
100,True,True,80203,39.74256,-104.97765,Apartment,Entire home/apt,4,1,2,2,185.0,0.0,60.0,1,0.0,2,0,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,2.66,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
100,False,True,80219,39.71547,-105.04852,House,Private room,2,1,1,1,75.0,0.0,0.0,2,10.0,1,72,99,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,0,1,0,0.6,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
100,True,True,80220,39.73808,-104.92098999999999,House,Private room,2,1,1,1,65.0,0.0,25.0,1,10.0,1,88,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,2.3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
100,False,False,80205,39.75415,-104.97627,House,Entire home/apt,3,1,1,1,150.0,0.0,50.0,1,0.0,2,3,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,1.33,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
100,True,False,80220,39.72129,-104.91326000000001,House,Entire home/apt,4,1,1,1,60.0,200.0,25.0,2,7.0,1,76,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.44,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
97,False,True,80206,39.73214,-104.94185,Apartment,Entire home/apt,2,1,1,1,100.0,0.0,0.0,1,0.0,500,90,100,9,10.0,10.0,10.0,9.0,9.0,False,flexible,1,1,0,0,0.06,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
100,True,True,80203,39.71883,-104.98445,Apartment,Entire home/apt,2,1,1,1,105.0,0.0,75.0,1,0.0,30,48,96,10,9.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,3,3,0,0,0.34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,False,False,80207,39.75311,-104.91606000000002,House,Entire home/apt,4,1,2,3,160.0,0.0,25.0,4,10.0,30,90,90,9,9.0,9.0,9.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,1.07,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
100,False,True,80206,39.71748,-104.94266,Apartment,Entire home/apt,6,1,2,3,115.0,100.0,75.0,2,10.0,30,60,95,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,1.18,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
