date,host_response_rate,host_is_superhost,host_identity_verified,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,washers,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
2013-08-16,100,True,False,80211,39.76058,-105.01587,House,Entire home/apt,16,3,4,5,420.0,150.0,175.0,8,25.0,1,73,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,4.0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1
2018-04-17,100,False,False,80220,39.739,-104.91809,Apartment,Private room,3,1,1,2,90.0,1000.0,30.0,1,20.0,1,1,80,8,8.0,8.0,9.0,8.0,8.0,True,strict_14_with_grace_period,2,1,1,0,0.36,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0
2019-09-02,93,False,False,80206,39.73592,-104.96162,House,Entire home/apt,6,1,2,2,180.0,250.0,125.0,4,30.0,1,63,99,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,5.92,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
2016-04-04,100,True,True,80220,39.73532,-104.90518,House,Private room,3,1,1,1,45.0,0.0,20.0,1,15.0,2,71,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,3.49,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2018-12-04,98,False,False,80219,39.69178,-105.04549,Apartment,Entire home/apt,6,1,2,3,111.0,0.0,50.0,1,0.0,1,83,83,10,9.0,9.0,9.0,9.0,9.0,False,moderate,121,121,0,0,3.21,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2015-03-11,100,True,True,80220,39.73253,-104.9303,Apartment,Entire home/apt,4,1,1,1,54.0,300.0,115.0,2,12.0,30,0,98,9,9.0,10.0,9.0,9.0,9.0,False,moderate,2,2,0,0,0.43,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
2018-11-02,100,True,False,80231,39.66251,-104.90141,Apartment,Entire home/apt,4,1,1,2,70.0,0.0,45.0,1,0.0,1,78,96,10,10.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,5.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2013-02-22,97,False,False,80211,39.76647,-105.00288,House,Entire home/apt,4,2,2,2,150.0,400.0,0.0,1,0.0,30,0,94,10,10.0,10.0,10.0,9.0,9.0,False,flexible,3,1,2,0,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-28,100,False,True,80210,39.66691,-104.94204,House,Private room,2,1,1,1,35.0,100.0,60.0,1,10.0,3,1,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,4,0,4,0,0.55,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
2014-02-14,100,True,True,80211,39.76349,-105.00637,House,Entire home/apt,7,1,3,3,130.0,200.0,120.0,1,0.0,1,47,95,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,2.96,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
2014-08-25,100,True,True,80211,39.7731,-105.00997,House,Private room,2,1,1,1,58.0,100.0,15.0,1,12.0,1,0,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,5,1,3,1,4.6,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0
2018-03-26,100,True,False,80204,39.74526,-105.02679,House,Entire home/apt,16,5,5,12,630.0,200.0,236.0,15,0.0,3,75,97,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,3.21,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
2016-11-20,100,True,False,80223,39.71978,-104.99133,House,Private room,2,1,1,1,61.0,100.0,35.0,2,10.0,2,40,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,3.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2016-07-15,100,False,False,80205,39.75875,-104.97811000000002,House,Private room,2,1,1,1,150.0,0.0,0.0,1,0.0,1,75,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,1,1,0,0.15,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2019-01-12,100,True,False,80206,39.73529,-104.95852,Apartment,Entire home/apt,5,2,1,1,113.0,0.0,15.0,3,25.0,1,70,95,10,9.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,9.48,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2014-07-20,100,False,False,80205,39.76765,-104.96582,House,Entire home/apt,6,1,2,3,147.0,200.0,85.0,4,20.0,1,83,99,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,7.67,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2018-10-08,98,True,False,80210,39.67269,-104.95814,Apartment,Entire home/apt,2,1,0,1,98.0,400.0,55.0,2,5.0,2,57,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,51,51,0,0,5.85,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
2016-11-30,97,True,True,80202,39.75652,-105.00283,Apartment,Entire home/apt,2,1,1,1,117.0,100.0,40.0,1,0.0,2,0,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,1.3,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2010-08-05,97,False,True,80205,39.76993,-104.96901,House,Private room,1,1,1,1,40.0,100.0,25.0,1,0.0,30,0,95,10,10.0,10.0,10.0,8.0,9.0,False,moderate,3,1,2,0,0.17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2015-03-02,100,True,True,80205,39.76495,-104.95654,House,Private room,2,1,1,1,50.0,0.0,15.0,1,5.0,2,80,97,10,10.0,10.0,10.0,9.0,10.0,False,moderate,5,1,4,0,1.58,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2019-02-20,100,False,True,80207,39.75633,-104.94074,House,Entire home/apt,8,2,3,6,200.0,100.0,55.0,6,50.0,1,86,93,9,9.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,3,1,2,0,2.78,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2013-08-31,97,True,False,80220,39.7338,-104.89145,House,Entire home/apt,3,1,2,2,60.0,0.0,0.0,1,0.0,3,0,95,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,1.95,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2016-01-01,100,True,False,80219,39.69095,-105.0197,Apartment,Entire home/apt,5,1,2,2,105.0,200.0,45.0,4,15.0,1,52,97,10,9.0,10.0,10.0,9.0,10.0,False,moderate,3,3,0,0,6.11,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2013-07-17,100,True,False,80211,39.75639,-105.02715,House,Entire home/apt,8,3,4,4,309.0,0.0,149.0,8,89.0,3,26,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,1.27,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0
2014-08-13,97,False,True,80203,39.72924,-104.979,Apartment,Private room,2,1,1,1,75.0,300.0,50.0,1,0.0,180,90,99,10,9.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,0,1,0,0.93,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2012-05-15,90,False,False,80220,39.74168,-104.92079,House,Private room,2,1,1,1,55.0,100.0,20.0,1,0.0,1,77,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,0,2,0,2.02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2012-11-30,100,True,True,80205,39.77053,-104.94308999999998,House,Entire home/apt,4,1,1,2,76.0,200.0,73.0,1,0.0,2,61,93,9,10.0,10.0,10.0,9.0,9.0,True,moderate,2,2,0,0,1.08,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
2014-08-06,100,True,True,80205,39.75511,-104.96091,House,Entire home/apt,2,1,1,1,109.0,0.0,44.0,2,15.0,2,13,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.3,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
2011-04-24,100,True,True,80222,39.65534,-104.92696,House,Private room,2,1,1,1,25.0,200.0,100.0,1,0.0,30,24,98,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,2,0,2,0,0.27,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0
2015-11-15,100,True,False,80223,39.7006,-105.00844,House,Entire home/apt,4,1,2,2,115.0,100.0,30.0,4,20.0,2,4,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,2.09,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
2015-04-29,100,True,True,80205,39.76117,-104.97208,House,Entire home/apt,5,2,2,2,150.0,300.0,110.0,2,0.0,3,1,97,10,10.0,10.0,10.0,9.0,9.0,True,moderate,1,1,0,0,3.36,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2014-06-22,100,True,True,80211,39.78329,-105.02358999999998,House,Private room,4,1,2,2,60.0,200.0,35.0,2,25.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,1.12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2017-08-15,100,True,False,80218,39.72302,-104.97372,House,Entire home/apt,6,2,2,3,123.0,100.0,70.0,4,25.0,2,53,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,3.82,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
2019-03-24,100,False,False,80203,39.74759,-104.98041,Apartment,Entire home/apt,3,1,1,1,139.0,0.0,25.0,1,0.0,2,0,100,9,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,0.93,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
2018-07-03,83,False,False,80203,39.72024,-104.98902,Apartment,Entire home/apt,2,1,0,1,100.0,500.0,85.0,2,20.0,3,28,95,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.06,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
2017-09-15,100,False,False,80219,39.71996,-105.04864,House,Entire home/apt,6,1,2,4,100.0,0.0,60.0,4,10.0,1,81,87,9,9.0,10.0,10.0,10.0,8.0,False,strict_14_with_grace_period,1,1,0,0,3.0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
2018-12-04,100,True,False,80212,39.76541,-105.04272,House,Entire home/apt,4,1,1,1,128.0,300.0,150.0,1,0.0,3,90,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.42,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
2016-09-06,97,False,True,80205,39.74919000000001,-104.97596,House,Entire home/apt,5,2,2,2,185.0,250.0,45.0,1,0.0,3,0,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.38,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0
2016-02-06,100,False,False,80211,39.77412,-105.01272,House,Entire home/apt,2,1,1,2,110.0,200.0,50.0,2,15.0,2,15,95,10,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.4,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2015-04-02,100,False,True,80204,39.72805,-104.99715,House,Entire home/apt,2,1,1,1,90.0,150.0,25.0,2,10.0,1,56,94,10,9.0,10.0,10.0,9.0,9.0,True,strict_14_with_grace_period,1,1,0,0,8.92,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
2017-08-09,97,True,False,80222,39.67635,-104.92083999999998,House,Entire home/apt,6,3,3,3,145.0,500.0,150.0,6,100.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.93,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0
2016-02-23,100,False,False,80238,39.75389000000001,-104.88354,House,Entire home/apt,7,2,4,4,375.0,250.0,100.0,8,50.0,2,0,93,9,9.0,10.0,10.0,9.0,9.0,True,moderate,1,1,0,0,0.96,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
2015-08-25,100,False,False,80211,39.77825,-105.01772,Apartment,Entire home/apt,4,1,2,2,80.0,0.0,70.0,4,30.0,1,74,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,5.25,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2018-09-26,100,False,False,80204,39.74162000000001,-105.03837,Apartment,Entire home/apt,5,1,2,2,150.0,0.0,78.0,4,25.0,1,85,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,5,5,0,0,3.39,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
2014-09-19,96,False,False,80204,39.75015,-105.00371,Apartment,Entire home/apt,4,2,2,2,285.0,500.0,175.0,3,0.0,5,89,89,9,9.0,9.0,9.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,1.5,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2013-08-20,97,True,True,80205,39.76479000000001,-104.97205,House,Entire home/apt,6,2,3,4,209.0,250.0,150.0,5,0.0,30,89,96,10,10.0,10.0,10.0,9.0,9.0,False,moderate,5,1,4,0,2.34,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
2019-04-08,97,False,False,80204,39.74059000000001,-105.03868,Apartment,Entire home/apt,3,1,1,1,125.0,250.0,75.0,2,10.0,1,90,97,10,10.0,10.0,10.0,9.0,9.0,True,strict_14_with_grace_period,9,3,0,0,10.66,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2017-09-24,100,False,False,80202,39.75498,-105.00157,Apartment,Entire home/apt,3,1,1,1,250.0,500.0,150.0,2,25.0,1,86,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,1.0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2018-06-02,100,True,False,80205,39.75938,-104.98202,Apartment,Entire home/apt,4,1,1,1,129.0,0.0,75.0,2,25.0,1,47,96,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,5.7,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2017-11-10,100,True,True,80239,39.78885,-104.81151,House,Private room,2,1,1,1,40.0,0.0,0.0,1,10.0,1,86,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,4,1,3,0,9.25,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2018-07-17,100,True,False,80209,39.70252,-104.96732,Apartment,Entire home/apt,2,1,1,1,100.0,500.0,20.0,1,0.0,2,74,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,3.42,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2011-12-10,97,False,True,80218,39.73773,-104.96943,House,Entire home/apt,4,1,2,3,150.0,100.0,50.0,4,15.0,2,0,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.61,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
2016-02-28,100,True,True,80205,39.75709000000001,-104.98577,Apartment,Entire home/apt,2,1,1,2,99.0,250.0,50.0,2,0.0,1,54,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,6.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
2017-05-27,100,False,False,80202,39.75108,-104.99514,Apartment,Entire home/apt,4,1,2,2,99.0,500.0,200.0,1,0.0,30,0,96,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,4.25,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0
2019-06-27,0,False,False,80205,39.75511,-104.98921,Apartment,Entire home/apt,3,1,1,1,110.0,0.0,25.0,1,0.0,3,88,100,10,10.0,10.0,10.0,10.0,8.0,False,moderate,1,1,0,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2016-01-11,91,True,False,80202,39.75327,-105.00085,Apartment,Entire home/apt,2,1,0,1,90.0,0.0,0.0,1,0.0,30,21,93,10,10.0,10.0,10.0,9.0,9.0,False,flexible,4,4,0,0,0.56,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2018-04-09,100,False,False,80205,39.76341,-104.97207,House,Entire home/apt,12,3,3,6,155.0,300.0,205.0,10,0.0,1,67,92,9,10.0,10.0,10.0,9.0,9.0,True,strict_14_with_grace_period,1,1,0,0,3.13,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2016-04-23,100,True,True,80223,39.68695,-105.01256,House,Entire home/apt,6,1,2,2,90.0,150.0,60.0,4,25.0,2,63,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,1.76,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2016-02-27,100,True,False,80218,39.74105,-104.97119,Apartment,Entire home/apt,2,1,0,2,95.0,100.0,30.0,1,0.0,1,8,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,9.46,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1
2012-12-28,100,True,False,80211,39.7494,-105.03548,Apartment,Entire home/apt,4,1,1,1,95.0,100.0,30.0,2,20.0,1,31,95,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,4.28,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
2012-07-09,98,True,True,80205,39.75232000000001,-104.97499,House,Entire home/apt,4,1,1,2,120.0,0.0,0.0,2,5.0,1,76,97,10,10.0,10.0,10.0,9.0,9.0,True,moderate,2,2,0,0,13.81,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2015-06-22,94,False,True,80204,39.73692,-105.00206,House,Private room,2,1,1,1,80.0,0.0,20.0,1,20.0,1,77,96,10,10.0,10.0,10.0,10.0,10.0,False,flexible,2,0,2,0,1.98,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
2016-11-02,100,True,False,80211,39.77613,-105.00836,House,Entire home/apt,2,1,1,1,120.0,0.0,0.0,1,0.0,2,28,100,10,10.0,10.0,10.0,9.0,10.0,True,flexible,2,1,1,0,3.21,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2019-07-23,98,False,False,80219,39.69359,-105.03433,House,Private room,3,2,1,1,55.0,100.0,24.0,1,12.0,1,4,88,9,9.0,9.0,9.0,10.0,9.0,True,strict_14_with_grace_period,19,0,19,0,3.53,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
2014-12-26,100,False,True,80206,39.73792,-104.94492,House,Private room,2,1,1,1,60.0,0.0,20.0,1,15.0,1,0,87,9,9.0,10.0,9.0,10.0,9.0,True,strict_14_with_grace_period,17,1,14,2,1.39,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2015-11-13,100,True,True,80214,39.75662,-105.05231,House,Entire home/apt,4,1,2,2,104.0,150.0,45.0,4,25.0,3,0,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,6,6,0,0,2.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
2014-03-01,100,True,True,80223,39.71374,-105.00973,House,Entire home/apt,8,2,4,4,169.0,250.0,140.0,4,10.0,2,54,94,10,10.0,10.0,10.0,9.0,9.0,True,flexible,3,3,0,0,1.88,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
2016-04-25,97,True,True,80205,39.76709,-104.94502,House,Entire home/apt,5,1,2,3,81.0,0.0,69.0,5,20.0,1,0,97,10,9.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,7.54,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
2014-06-26,97,True,False,80222,39.66794,-104.93849,House,Private room,2,1,1,1,65.0,350.0,10.0,1,10.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,2.3,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
2018-05-01,97,False,False,80205,39.75255,-104.9746,House,Private room,2,1,1,1,210.0,0.0,40.0,1,0.0,2,0,99,10,10.0,10.0,10.0,9.0,10.0,True,flexible,1,0,1,0,0.89,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
2014-01-17,100,True,True,80220,39.74132,-104.90437,House,Private room,2,1,2,2,80.0,0.0,100.0,2,0.0,30,86,96,10,10.0,10.0,10.0,9.0,10.0,True,flexible,3,0,3,0,2.93,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
2015-02-19,100,True,True,80207,39.76329000000001,-104.92032,House,Private room,2,1,1,1,50.0,0.0,0.0,1,0.0,1,77,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,0,2,0,4.49,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
2015-05-22,100,True,False,80210,39.67721,-104.94154,House,Private room,1,1,1,1,50.0,100.0,20.0,1,0.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,0,2,0,1.37,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2017-07-10,96,True,False,80202,39.75737,-105.00113,Apartment,Entire home/apt,6,2,2,3,199.0,500.0,85.0,1,0.0,1,9,96,10,9.0,10.0,10.0,10.0,9.0,True,flexible,5,5,0,0,7.57,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0
2018-09-16,100,True,False,80205,39.75475,-104.98848,Apartment,Entire home/apt,2,1,1,1,87.0,1500.0,150.0,2,35.0,30,89,98,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,3.29,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
2018-10-18,97,False,False,80211,39.77586,-105.01851,House,Private room,2,1,1,1,60.0,200.0,25.0,1,10.0,2,58,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,0.08,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
2017-08-09,100,True,True,80206,39.74076,-104.94106,House,Entire home/apt,8,2,3,5,295.0,0.0,99.0,1,0.0,1,20,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,6.27,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2015-01-28,100,False,False,80205,39.76626,-104.97262,Apartment,Entire home/apt,4,1,1,2,120.0,0.0,40.0,2,5.0,2,72,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,5.81,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-09-16,100,False,True,80205,39.76497,-104.95037,House,Entire home/apt,5,1,2,4,150.0,0.0,75.0,1,0.0,2,0,100,10,10.0,10.0,10.0,9.0,10.0,True,moderate,2,2,0,0,0.38,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
2016-10-08,100,False,False,80223,39.71426,-104.9883,Apartment,Entire home/apt,3,1,0,0,75.0,250.0,35.0,2,10.0,2,15,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,4.17,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
