date,host_response_rate,host_is_superhost,host_identity_verified,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,washers,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
2017-05-15,100,False,False,80204,39.73606,-104.99869,Apartment,Entire home/apt,5,1,2,2,90.0,250.0,50.0,1,0.0,1,0,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.63,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
2015-06-17,100,True,True,80212,39.77812,-105.052,Apartment,Entire home/apt,3,1,1,1,65.0,100.0,40.0,1,0.0,1,37,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.93,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-07-29,100,True,True,80223,39.71891,-104.9966,House,Entire home/apt,10,2,4,7,169.0,1169.0,199.0,2,29.0,3,19,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.78,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2015-03-02,100,False,False,80223,39.71785,-104.9888,House,Entire home/apt,6,2,3,3,250.0,250.0,150.0,1,0.0,2,68,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,0.38,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2017-04-30,100,True,False,80238,39.75804,-104.8699,Apartment,Entire home/apt,2,1,0,0,85.0,0.0,40.0,1,0.0,2,65,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,4.35,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
2015-12-01,97,True,True,80212,39.76737,-105.04328,House,Entire home/apt,2,1,1,1,90.0,0.0,15.0,2,15.0,2,0,97,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,2,0,0,1.09,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2012-08-15,97,False,False,80204,39.72793,-105.04077,Apartment,Private room,2,1,1,1,40.0,0.0,0.0,1,0.0,2,0,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,0.43,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
2013-06-20,100,True,True,80211,39.77781,-105.02958999999998,House,Entire home/apt,4,1,2,2,97.0,0.0,59.0,1,0.0,1,80,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,7.87,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2019-04-29,100,True,False,80211,39.76339,-105.01681,House,Entire home/apt,10,3,4,4,999.0,500.0,230.0,1,0.0,1,74,96,10,9.0,9.0,10.0,10.0,9.0,True,strict_14_with_grace_period,21,21,0,0,2.92,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2012-06-12,100,True,False,80205,39.75588,-104.96077,Apartment,Entire home/apt,2,1,1,1,65.0,150.0,40.0,2,15.0,1,19,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,2,0,0,6.08,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
2014-10-01,97,False,True,80231,39.69226,-104.89748,House,Private room,1,1,1,2,40.0,100.0,0.0,1,20.0,10,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,0,1,0,0.09,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-27,97,True,True,80211,39.77796,-105.02639,House,Private room,2,1,1,1,35.0,0.0,15.0,2,10.0,1,0,95,10,10.0,10.0,10.0,10.0,10.0,False,moderate,5,1,4,0,1.79,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2012-09-01,90,True,True,80206,39.73837,-104.95325,Apartment,Entire home/apt,3,1,0,1,104.0,150.0,60.0,1,0.0,1,75,97,10,10.0,10.0,10.0,10.0,9.0,True,flexible,1,1,0,0,3.77,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2015-06-30,100,True,False,80220,39.73581,-104.924,House,Entire home/apt,4,1,1,2,100.0,300.0,50.0,2,25.0,2,73,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.88,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0
2014-03-02,100,True,True,80205,39.74933,-104.98246,House,Entire home/apt,10,3,3,5,179.0,500.0,249.0,6,60.0,30,43,94,9,9.0,9.0,10.0,9.0,10.0,False,strict_14_with_grace_period,4,3,1,0,0.92,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
2018-10-12,100,False,True,80204,39.73268,-104.98826,House,Shared room,2,2,1,2,40.0,0.0,5.0,1,45.0,1,89,93,9,9.0,10.0,9.0,10.0,10.0,True,moderate,13,0,2,11,3.32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2016-06-14,100,True,False,80206,39.74563,-104.96157,House,Entire home/apt,5,2,2,3,169.0,0.0,75.0,1,0.0,3,0,100,10,10.0,10.0,9.0,10.0,10.0,True,moderate,3,1,2,0,1.64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2016-03-16,90,False,False,80205,39.75746,-104.97383,Apartment,Entire home/apt,2,1,0,1,90.0,0.0,35.0,1,0.0,2,69,92,9,9.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
2016-05-05,100,True,False,80203,39.7437,-104.9788,Apartment,Entire home/apt,3,1,1,2,299.0,150.0,60.0,2,15.0,1,51,98,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,9,9,0,0,8.58,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2015-12-04,100,False,True,80211,39.75199,-105.03481,House,Entire home/apt,10,5,5,9,350.0,300.0,200.0,6,20.0,3,8,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.21,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2013-06-07,97,False,True,80209,39.70624,-104.9816,House,Private room,2,1,1,1,51.0,0.0,0.0,1,12.0,1,0,100,10,10.0,10.0,10.0,9.0,10.0,False,moderate,2,0,2,0,0.16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
2019-02-05,100,True,False,80219,39.72975,-105.01888999999998,House,Entire home/apt,6,1,2,2,99.0,0.0,60.0,5,15.0,1,87,100,10,10.0,10.0,10.0,9.0,10.0,False,strict_14_with_grace_period,4,1,3,0,3.0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2018-12-15,100,True,False,80220,39.72842,-104.93596,House,Entire home/apt,9,3,3,6,300.0,700.0,225.0,1,0.0,1,68,98,10,10.0,9.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,3.08,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2017-01-22,97,True,False,80224,39.68895,-104.91689,House,Entire home/apt,5,2,3,2,134.0,500.0,75.0,5,25.0,2,0,97,10,9.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.16,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
2014-11-07,50,False,True,80221,39.78744,-105.00763,House,Entire home/apt,3,1,1,1,145.0,500.0,50.0,2,25.0,2,68,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2015-05-28,100,True,True,80205,39.74872,-104.96485,House,Entire home/apt,4,1,2,2,109.0,0.0,45.0,1,0.0,1,57,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,9.2,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
2015-08-07,100,True,True,80205,39.75813,-104.97393,House,Private room,2,2,1,1,60.0,0.0,25.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,3,1,2,0,0.02,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011-10-06,100,False,True,80211,39.77849000000001,-105.00699,House,Entire home/apt,4,2,2,2,170.0,200.0,60.0,1,0.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.37,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
2016-07-30,97,False,True,80202,39.75843,-105.00254,Apartment,Private room,4,1,1,1,95.0,0.0,0.0,2,25.0,1,0,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,0,1,0,0.58,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2016-03-23,100,True,True,80202,39.75504,-105.00258,Apartment,Hotel room,5,1,1,3,139.0,200.0,60.0,1,0.0,2,8,98,10,10.0,10.0,10.0,10.0,9.0,False,moderate,1,0,0,0,1.46,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
2015-02-08,100,False,True,80231,39.65447,-104.88017,Apartment,Entire home/apt,5,1,2,2,109.0,0.0,40.0,5,20.0,1,78,97,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,10.15,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2014-09-04,97,True,False,80222,39.66556,-104.91487,House,Entire home/apt,4,2,2,2,89.0,0.0,0.0,1,0.0,2,0,97,10,9.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,1.11,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
2012-04-09,100,True,True,80206,39.73976,-104.95784,House,Entire home/apt,10,3,5,6,450.0,500.0,150.0,6,0.0,30,0,97,10,10.0,10.0,10.0,9.0,10.0,False,moderate,10,6,4,0,1.34,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2018-06-18,100,True,False,80205,39.75607,-104.98443,House,Hotel room,4,1,1,1,95.0,200.0,75.0,2,25.0,1,79,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,10,2,0,0,3.83,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
2015-03-19,100,False,False,80223,39.7181,-104.98886,House,Entire home/apt,4,1,2,2,150.0,400.0,100.0,4,50.0,3,75,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,3.3,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1
2019-01-01,100,False,False,80204,39.74422,-105.02605,House,Entire home/apt,8,2,3,4,240.0,500.0,175.0,1,0.0,2,68,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,2.93,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2018-07-26,100,True,False,80203,39.7178,-104.98596,Apartment,Entire home/apt,2,1,0,1,125.0,0.0,40.0,1,0.0,2,74,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,7.38,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
2015-09-29,100,False,False,80216,39.78826,-104.88752,House,Entire home/apt,6,2,3,3,245.0,300.0,150.0,5,10.0,3,16,100,10,10.0,10.0,10.0,9.0,10.0,False,strict_14_with_grace_period,2,2,0,0,0.48,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
2018-10-12,100,False,True,80204,39.73787,-104.99579,House,Shared room,1,2,1,1,40.0,0.0,5.0,1,45.0,2,81,100,10,9.0,9.0,10.0,10.0,10.0,True,moderate,13,0,2,11,1.44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017-07-26,100,False,False,80219,39.71967,-105.04064,Apartment,Entire home/apt,2,1,1,1,60.0,0.0,0.0,1,0.0,2,71,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.91,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2015-06-21,100,True,False,80224,39.69771,-104.90835,Apartment,Private room,2,1,1,1,40.0,100.0,20.0,2,10.0,2,5,97,10,10.0,10.0,10.0,9.0,10.0,True,moderate,5,1,4,0,1.19,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010-03-25,100,True,True,80110,39.66787,-104.98969,Apartment,Entire home/apt,2,1,1,1,75.0,0.0,55.0,2,10.0,3,9,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.53,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
2013-11-28,100,True,False,80202,39.75443,-105.00212,Apartment,Entire home/apt,5,2,2,2,158.0,350.0,75.0,2,10.0,2,83,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,3.38,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2015-10-06,100,True,True,80202,39.75465,-105.00133999999998,Apartment,Entire home/apt,2,1,1,1,140.0,100.0,40.0,1,0.0,1,70,99,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,6.5,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
2017-11-01,97,True,False,80212,39.76867,-105.04371,House,Entire home/apt,8,2,3,5,97.0,249.0,149.0,4,0.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.86,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2014-06-20,100,True,True,80212,39.7815,-105.03811,House,Private room,2,1,1,1,50.0,0.0,5.0,1,0.0,1,37,95,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,1.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-12,100,False,True,80209,39.71335,-104.98032,Apartment,Entire home/apt,2,1,1,1,67.0,0.0,100.0,1,0.0,30,0,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,1.0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2018-04-10,100,True,True,80211,39.76823,-105.01686,Apartment,Entire home/apt,4,1,2,3,100.0,500.0,110.0,4,0.0,4,89,93,9,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,2,2,0,0,1.99,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
2017-10-22,100,True,False,80205,39.75661,-104.98681,House,Entire home/apt,4,1,2,2,250.0,200.0,100.0,4,50.0,2,77,98,10,9.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,2.8,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2013-08-20,97,True,True,80205,39.76494,-104.97211,House,Private room,2,1,1,2,78.0,150.0,20.0,2,0.0,30,0,98,10,10.0,10.0,10.0,9.0,10.0,False,moderate,5,1,4,0,1.74,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
2013-04-07,90,False,True,80212,39.78009,-105.03965,Apartment,Entire home/apt,2,1,1,1,70.0,500.0,100.0,1,0.0,30,46,95,10,9.0,10.0,9.0,10.0,9.0,False,strict_14_with_grace_period,7,7,0,0,0.5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0
2018-11-28,100,False,False,80224,39.68282,-104.9189,House,Entire home/apt,8,2,3,3,199.0,400.0,155.0,1,0.0,1,0,87,9,9.0,9.0,9.0,9.0,9.0,True,strict_14_with_grace_period,1,1,0,0,1.29,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2016-06-21,100,True,False,80206,39.73788,-104.95589,Apartment,Entire home/apt,3,1,1,1,80.0,250.0,60.0,2,0.0,2,42,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.05,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0
2016-07-17,100,False,True,80202,39.75364,-105.00554,Apartment,Entire home/apt,3,1,1,1,125.0,500.0,150.0,1,0.0,31,1,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.61,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2015-03-12,100,True,False,80204,39.72413,-104.99637,House,Entire home/apt,10,2,3,4,219.0,299.0,115.0,2,20.0,1,10,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,13,5,7,0,7.06,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2016-03-09,100,True,True,80204,39.7402,-105.03327,House,Private room,2,1,1,1,69.0,0.0,0.0,2,20.0,1,51,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,0,1,0,2.71,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018-01-09,97,True,False,80212,39.77123,-105.04709,Apartment,Entire home/apt,4,1,1,2,95.0,0.0,60.0,1,0.0,3,0,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.65,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2015-04-22,100,True,False,80205,39.76773,-104.96189,House,Entire home/apt,3,1,1,1,49.0,0.0,30.0,2,25.0,1,27,97,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,9.31,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2014-09-20,100,False,True,80202,39.75562,-105.00177,Apartment,Entire home/apt,3,1,1,1,240.0,0.0,60.0,2,20.0,1,57,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,1.76,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
2016-07-18,100,True,True,80211,39.76319,-105.02352,House,Entire home/apt,4,1,1,1,94.0,0.0,50.0,2,10.0,1,20,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,6.53,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2014-12-26,100,False,True,80206,39.73782,-104.94399,House,Private room,2,1,1,1,29.0,0.0,20.0,1,15.0,1,88,89,9,9.0,9.0,10.0,10.0,9.0,False,strict_14_with_grace_period,17,1,14,2,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2018-12-04,98,False,False,80205,39.76601,-104.95034,Apartment,Entire home/apt,6,1,2,3,150.0,0.0,50.0,1,0.0,1,84,89,9,9.0,10.0,9.0,10.0,9.0,True,moderate,121,121,0,0,4.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2018-12-04,98,False,False,80211,39.77607,-105.02417,Apartment,Entire home/apt,4,1,1,1,80.0,0.0,45.0,1,0.0,1,80,96,10,10.0,10.0,10.0,10.0,9.0,True,moderate,121,121,0,0,7.63,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2016-01-22,100,True,False,80205,39.76401,-104.97114,Apartment,Entire home/apt,4,1,2,2,69.0,500.0,100.0,1,0.0,29,87,94,10,10.0,10.0,10.0,10.0,9.0,False,moderate,13,13,0,0,1.56,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0
2015-04-01,97,False,True,80218,39.72427,-104.97708,House,Entire home/apt,4,1,2,3,113.0,100.0,45.0,1,0.0,1,0,95,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.87,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2013-12-12,100,True,True,80219,39.7178,-105.03837,House,Entire home/apt,6,2,3,3,190.0,200.0,50.0,2,0.0,3,6,91,9,9.0,10.0,10.0,9.0,9.0,True,moderate,2,1,1,0,0.42,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2015-01-13,100,True,True,80205,39.75995,-104.94759,House,Entire home/apt,6,3,3,3,250.0,250.0,250.0,6,50.0,2,61,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,2,1,1,0,1.33,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2018-09-13,97,True,False,80206,39.72017,-104.94743,House,Private room,2,1,1,1,90.0,0.0,0.0,1,0.0,1,56,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,0,1,0,1.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2017-02-05,100,True,False,80203,39.72094,-104.98279,House,Private room,4,1,1,2,79.0,0.0,40.0,2,20.0,1,6,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,0,1,0,2.11,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
2017-03-10,100,True,False,80246,39.70143,-104.93374,House,Private room,2,1,1,1,50.0,0.0,20.0,2,0.0,4,72,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,0,1,0,2.66,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
2018-06-15,100,True,False,80249,39.79425,-104.76097,House,Entire home/apt,12,2,4,6,299.0,300.0,199.0,4,20.0,4,69,97,10,10.0,10.0,9.0,10.0,10.0,True,moderate,1,1,0,0,2.08,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2013-04-13,100,True,True,80246,39.69672,-104.92605,Apartment,Entire home/apt,2,1,1,1,75.0,0.0,50.0,1,0.0,29,34,97,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,3,3,0,0,0.47,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2017-01-17,100,True,False,80223,39.71583,-104.99327,House,Entire home/apt,10,2,4,7,300.0,200.0,125.0,1,0.0,30,68,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.88,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2013-09-15,100,True,True,80205,39.75649,-104.95875,House,Entire home/apt,9,3,4,6,158.0,2500.0,175.0,6,10.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.83,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2017-07-28,75,False,True,80203,39.74433,-104.97821,Apartment,Entire home/apt,5,2,2,2,175.0,500.0,150.0,2,20.0,30,71,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,0.84,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
2013-04-23,100,True,True,80211,39.75985,-105.01684,House,Entire home/apt,5,1,2,2,139.0,0.0,55.0,2,10.0,1,0,96,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,9.16,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2016-08-31,100,False,False,80202,39.75002,-104.9952,Apartment,Entire home/apt,4,1,2,2,99.0,199.0,85.0,1,0.0,1,75,91,9,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,4.58,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0
2019-09-03,100,True,False,80202,39.7463,-104.99331,Apartment,Entire home/apt,6,1,2,3,129.0,750.0,70.0,4,25.0,2,57,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,6.43,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2014-01-14,100,True,True,80249,39.79423,-104.74629,House,Entire home/apt,6,2,2,4,120.0,150.0,75.0,6,30.0,4,0,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.55,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0
2017-09-06,100,True,True,80211,39.75447,-105.02005,House,Entire home/apt,4,1,2,3,80.0,200.0,60.0,4,10.0,1,71,94,10,9.0,10.0,10.0,10.0,10.0,True,moderate,4,4,0,0,3.69,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2015-01-26,100,False,False,80203,39.73446,-104.98107,House,Private room,2,1,1,1,220.0,0.0,65.0,2,25.0,1,89,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,8,0,8,0,0.12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
